5.100494, 4.225035, 0.950371, 2.010815, 2.379633, 1.609458, -11.330674, 2.958981, 0.208841, 2.498126, 12.643174, 2.978772, 6.672626, 2.585331, 0.758704, -6.333904, 2.231614, -2.808473, -1.024231, -1.060492, -0.176848, 4.347692, 3.703393, 2.885026, -1.884773, 2.592951, 6.997632, 1.705030, 1.777899, 5.906782, -7.662973, 4.829067
4.825776, 1.383367, 2.649673, 2.609532, -3.496429, -3.542055, -4.005148, -4.484675, -4.485125, 5.034335, 5.708283, 5.581721, 5.426156, 2.077002, -7.997257, -5.010384, 2.005347, 2.225371, -3.465368, -0.702473, 3.460233, 4.745287, 4.880357, -7.431895, -5.399116, -5.306420, -5.068640, -0.683092, -3.551617, 8.938120, -3.012727, 10.439359
-9.063333, 4.078405, -7.016710, -7.112688, -1.334972, -2.194479, -0.230033, -1.944858, -2.833567, -1.333632, 4.793542, -3.066991, 1.730522, 2.179398, 1.802334, -4.894806, 3.322135, 2.720760, 1.611518, 6.456822, 5.817380, -2.580289, -2.001136, -6.866278, -2.540540, -1.967068, 3.533016, 3.811167, 7.302939, 7.312341, 6.917840, 1.722148
0.104619, -5.530686, -4.570996, -6.251354, -0.694193, 4.070835, 4.527686, 7.523977, 11.256186, 12.511841, -9.931279, -9.599633, -11.067520, -0.722593, 3.794046, 0.912951, 5.980482, 2.981606, 1.510707, 1.915527, 1.798827, -1.905882, -6.771341, -7.109030, -3.515502, -1.729528, 6.482583, 2.364631, 12.917189, 3.489025, -5.731701, 2.581514
4.674963, -0.984503, -3.843816, -5.435032, 3.674725, 4.827869, 4.841721, 3.274283, 1.127592, 5.971153, -0.423116, -9.216590, -0.722593, -0.722593, 6.613404, 3.542538, 7.796562, -0.614948, 10.036028, 1.336474, 6.101977, 1.309268, -4.620679, -5.070271, -8.829479, -1.059950, -2.702284, -5.290198, 17.067500, 9.187244, -1.914548, 3.031476
1.713602, 9.875960, 2.348134, -4.629548, 6.861213, -4.291553, 1.796363, 11.588690, 3.906223, 3.705979, -0.423116, 5.774535, 7.428513, -6.248006, -4.939130, 1.458699, 5.881136, -7.149930, -6.394380, 1.994047, 6.613998, -3.308093, -3.080274, -2.403095, 6.655284, 7.231443, 2.975613, -0.633288, -3.487442, -5.748796, -1.205594, 3.474030
1.631982, 7.189062, 1.699363, 5.587077, 9.486197, -7.794304, 2.974004, 14.618434, 6.081551, 4.506221, 8.028177, 5.837112, 2.336846, -6.686252, -1.110019, -8.594175, -1.565227, 0.213206, 1.178963, 6.463829, 5.427582, 3.737151, -1.542131, -1.542131, -2.276875, -1.948113, 4.604955, 5.996185, -2.935014, -5.906274, 4.333454, 3.323988
4.414619, 4.015553, 3.817387, 5.507915, 4.458581, 6.121983, -3.593204, 1.641340, -9.027361, -3.639560, -2.530908, -2.960264, 3.030541, -5.588450, -5.514509, -5.507683, -6.556924, 3.062878, -5.847845, 2.800922, 1.167362, 6.078454, -9.411882, -3.780129, -13.510730, -1.546177, -4.997474, 4.056905, 4.214284, 0.921616, 4.015606, 1.332549
-3.999669, 0.086042, -5.213247, -10.677136, -8.280164, -3.705533, 6.326373, 1.994041, 5.500495, 5.041943, 0.162880, 12.416489, 2.828764, 2.945946, -5.016354, -7.168044, -0.976013, 6.654835, -10.623236, 4.375949, -9.187600, -5.733708, -9.112397, -3.586862, 3.201017, 3.195463, 2.998473, 2.415547, 8.110695, 1.337884, 4.774557, 2.411627
2.751633, 1.425500, 3.468691, 3.718346, -5.584607, -4.322149, 11.242410, 1.818504, 10.174050, 1.166869, 4.278768, 5.268899, 5.594374, 5.716169, 8.759646, -0.269370, -3.186637, -2.242114, -2.327395, -2.546943, 7.282391, -2.857265, -1.847588, -3.185936, 5.628973, 5.228962, 5.319336, 2.997123, 6.422819, -11.293536, -0.471904, 2.264737
